0.110,0
0.110,0
0.250,0
0.240,0
0.190,0
0.000,0
0.220,0
0.000,0
0.280,0
0.280,0
0.300,0
0.630,0
0.280,0
0.050,0
0.210,0
0.280,1
0.640,0
0.120,0
0.170,1
0.220,0
0.130,0
0.250,0
0.190,0
0.130,0
0.270,0
0.550,0
0.420,0
0.490,0
0.360,0
0.010,0
0.390,0
0.230,0
0.050,0
0.420,0
0.010,0
0.040,0
0.070,0
0.660,0
0.230,0
0.330,0
0.040,0
0.170,0
0.110,0
0.120,0
0.370,0
0.320,1
0.040,0
0.280,0
0.220,0
0.660,0
0.050,0
0.350,0
0.070,0
0.170,0
0.290,0
0.180,0
0.110,0
0.200,0
0.490,0
0.340,1
0.920,0
0.540,0
0.130,0
0.000,0
0.970,1
0.050,0
0.140,0
0.050,0
0.230,0
0.210,0
0.010,0
0.600,0
0.060,0
0.080,0
0.100,0
0.110,0
0.050,0
0.140,1
0.110,0
0.050,0
0.410,0
0.040,0
0.330,0
0.070,0
0.010,0
0.160,0
0.070,0
0.580,0
0.160,0
0.060,0
0.010,0
1.010,0
1.460,0
0.040,0
0.510,0
0.520,0
0.010,0
0.380,0
0.010,0
0.200,0
0.820,0
0.250,0
0.060,0
0.120,0
0.500,0
0.070,0
0.080,0
0.790,0
0.450,1
0.020,0
0.040,0
0.110,0
0.220,0
0.130,0
0.050,0
0.330,0
0.100,0
0.240,0
0.150,0
0.080,0
0.020,0
0.350,0
0.180,0
0.000,0
0.020,0
0.200,0
0.360,0
0.230,0
0.000,0
0.740,0
1.520,0
0.210,0
0.390,0
0.150,0
0.060,0
0.380,0
0.100,0
0.330,1
0.150,0
0.430,0
0.070,0
0.030,0
0.330,0
0.040,0
0.030,0
0.030,0
0.150,0
0.030,0
0.030,0
0.220,0
0.160,0
0.070,0
0.380,0
0.770,0
0.210,0
0.250,0
0.050,0
0.040,0
0.280,0
0.270,0
0.420,0
0.110,0
0.430,0
0.660,1
1.250,1
0.000,0
0.080,0
0.270,0
0.080,0
0.040,0
0.240,0
0.420,0
0.560,0
0.210,0
0.010,0
0.190,0
1.310,0
0.000,0
0.300,0
0.700,0
0.180,0
0.300,0
0.220,0
0.100,0
0.030,0
0.920,0
0.090,0
0.440,0
0.020,0
0.810,1
0.050,0
0.130,0
0.180,0
0.300,0
0.140,0
0.460,0
0.260,0
0.020,0
0.300,0
0.150,0
0.200,0
0.080,0
1.260,0
0.090,0
0.600,0
0.010,0
0.140,0
0.050,0
0.010,0
0.700,1
0.360,0
0.870,0
0.040,0
0.710,0
1.150,1
0.580,1
0.070,1
0.000,0
0.100,0
0.060,0
0.140,0
0.160,0
