0.120,0
0.450,0
0.480,0
0.010,0
0.530,0
0.060,0
0.380,1
0.380,1
0.080,0
0.260,0
0.720,0
0.030,0
0.360,0
0.830,0
0.590,0
0.100,0
0.530,1
0.110,0
0.140,0
0.140,0
0.030,0
0.050,0
0.460,0
0.270,0
0.690,1
0.540,0
0.480,1
0.090,0
0.210,0
0.260,1
0.140,0
0.410,0
0.060,0
0.120,0
0.280,0
0.330,0
0.090,0
0.350,0
0.690,0
0.410,0
0.020,0
0.040,0
0.180,0
0.030,0
0.380,0
0.740,0
0.160,0
0.130,1
0.190,0
0.030,0
0.320,0
0.030,0
0.400,0
0.170,0
0.140,0
0.140,0
0.360,0
0.000,0
0.550,0
0.160,0
0.030,0
0.300,0
0.070,0
0.290,0
0.310,1
0.030,0
0.350,0
0.470,0
0.090,0
0.040,0
0.070,0
0.260,0
0.720,0
0.230,0
0.440,1
0.160,0
0.000,0
0.250,1
0.180,0
0.250,0
0.060,0
0.130,0
0.240,0
0.610,0
0.190,0
0.480,0
0.420,0
0.260,0
0.330,0
0.060,0
0.220,0
0.690,1
0.000,0
0.680,0
1.200,0
0.520,1
0.360,0
0.150,0
0.140,0
0.290,0
0.230,0
0.410,1
0.090,0
0.400,1
0.150,1
0.020,1
0.190,0
0.170,0
0.250,0
0.050,0
0.150,0
0.450,1
0.260,1
0.180,1
0.070,0
0.260,0
0.530,0
0.480,0
0.220,0
0.390,0
0.290,0
0.040,0
0.370,0
0.130,0
0.280,0
0.200,0
0.330,0
0.340,0
0.270,0
0.300,0
0.250,0
0.400,0
0.220,0
0.150,0
0.270,0
0.310,0
0.220,0
0.030,0
0.350,0
1.240,0
0.060,0
0.290,0
0.420,0
0.440,1
0.250,0
0.850,1
0.080,1
0.240,1
0.060,1
0.310,0
0.110,0
0.060,0
0.310,1
0.450,0
0.510,0
0.430,1
0.020,0
0.050,0
0.090,0
0.170,0
0.710,0
0.190,0
0.340,0
0.050,1
0.180,0
0.270,0
0.690,0
0.310,0
0.200,0
0.030,0
0.030,0
0.110,1
0.150,0
0.220,0
0.010,0
0.080,0
0.120,0
0.200,0
0.550,0
0.190,0
0.320,0
0.070,1
0.400,1
0.080,0
0.040,0
0.090,0
0.450,0
0.270,0
0.110,0
0.090,0
0.520,0
0.070,0
0.180,0
0.300,0
0.320,0
0.100,0
0.140,0
0.260,0
0.520,0
1.210,0
0.580,0
0.500,0
0.770,0
0.020,0
0.240,0
0.030,0
0.520,0
0.450,0
0.130,0
0.920,0
0.400,0
0.180,0
0.050,0
0.010,0
0.220,0
0.020,0
0.420,0
