0.060,0
0.030,0
0.240,0
0.040,0
0.010,0
0.090,0
0.040,0
0.110,0
0.020,0
0.160,0
0.050,1
0.040,0
0.050,0
0.100,0
0.040,2
0.130,0
0.020,0
0.130,0
0.340,0
0.040,0
0.090,0
0.010,0
0.010,0
0.020,0
0.010,0
0.070,0
0.000,0
0.160,0
0.080,0
0.020,0
0.150,0
0.150,0
0.090,0
0.210,1
0.070,0
0.560,0
0.160,1
0.140,0
0.030,0
0.060,0
0.040,0
0.130,0
0.060,0
0.060,0
0.040,0
0.020,0
0.200,1
0.010,0
0.200,0
0.140,1
0.040,0
0.100,0
0.150,0
0.050,0
0.020,0
0.080,0
0.080,0
0.080,0
0.060,0
0.030,0
0.040,0
0.030,0
0.030,0
0.030,0
0.020,0
0.040,0
0.100,0
0.130,0
0.040,0
0.160,0
0.310,0
0.240,0
0.010,0
0.070,0
0.020,0
0.040,0
0.060,0
0.100,0
0.010,0
0.020,2
0.080,0
0.090,0
0.060,0
0.000,0
0.090,0
0.130,0
0.190,0
0.080,0
0.110,0
0.210,0
0.020,0
0.000,0
0.300,0
0.310,0
0.090,1
0.050,0
0.000,0
0.120,0
0.040,0
0.090,0
0.090,0
0.010,0
0.050,0
0.010,0
0.040,0
0.060,0
0.150,0
0.020,0
0.100,0
0.140,0
0.270,0
0.020,0
0.150,2
0.010,0
0.020,0
0.000,0
0.340,2
0.040,0
0.040,0
0.180,0
0.120,0
0.010,0
0.240,0
0.000,0
0.160,0
0.050,0
0.070,0
0.070,0
0.040,0
0.070,0
0.070,0
0.050,0
0.080,0
0.010,0
0.000,0
0.020,0
0.130,0
0.030,0
0.070,0
0.100,0
0.120,2
0.030,0
0.130,0
0.060,0
0.080,0
0.040,0
0.040,0
0.100,0
0.280,0
0.080,0
0.010,0
0.030,0
0.050,0
0.310,2
0.030,0
0.170,0
0.030,0
0.130,0
0.160,0
0.010,0
0.230,1
0.070,0
0.120,0
0.070,1
0.020,2
0.140,2
0.040,0
0.100,0
0.030,0
0.010,0
0.030,0
0.030,0
0.080,0
0.090,1
0.010,0
0.100,0
0.050,2
0.240,2
0.040,0
0.120,0
0.070,0
0.070,0
0.260,0
0.190,0
0.000,0
0.230,0
0.080,0
0.140,0
0.110,0
0.290,0
0.140,0
0.140,0
0.000,0
0.010,0
0.040,0
0.000,0
0.110,0
0.050,0
0.040,0
0.000,0
0.060,0
0.030,0
0.150,0
0.020,0
0.010,0
0.040,0
0.130,0
0.060,0
0.060,0
0.200,0
0.080,0
0.070,0
0.150,0
0.030,0
0.170,0
0.110,0
0.080,0
0.090,0
0.190,0
0.140,0
0.080,0
0.380,1
0.190,0
0.040,0
0.090,0
0.340,2
0.080,2
0.100,1
0.280,2
0.310,1
0.010,0
0.000,0
0.070,0
0.260,0
0.080,0
0.010,0
0.050,2
0.170,0
0.190,0
0.130,0
0.040,0
0.080,0
0.000,0
0.020,0
0.160,0
0.150,2
0.010,0
0.000,0
0.030,0
0.020,0
0.010,0
0.050,0
0.040,0
0.110,0
0.170,0
0.150,0
0.000,0
0.020,0
0.050,0
0.130,0
0.020,0
0.050,1
0.020,0
0.080,0
0.000,0
0.030,0
0.170,0
0.060,0
0.030,0
0.040,0
0.200,0
0.080,0
0.020,0
0.170,1
0.080,0
0.060,0
0.120,2
0.560,0
0.040,0
0.050,0
0.000,0
0.020,0
0.190,0
0.280,1
0.080,0
0.120,0
0.130,0
0.020,0
0.010,0
0.020,0
0.060,0
0.050,1
0.060,0
0.070,0
0.040,0
0.080,0
0.020,0
0.010,0
0.110,0
0.040,1
0.210,1
0.000,0
0.060,0
0.010,0
0.100,0
0.170,0
0.150,0
0.090,0
0.100,0
0.110,1
0.070,0
0.040,0
0.050,0
0.070,0
0.110,0
0.030,0
0.140,0
0.150,0
0.240,0
0.190,0
0.050,0
0.000,0
0.050,0
0.030,0
0.000,0
0.010,0
0.060,0
0.040,0
0.100,0
0.060,0
0.270,2
0.070,0
0.020,0
0.000,0
0.080,0
0.110,0
0.280,0
0.020,0
0.020,0
0.120,0
0.170,0
